0,0,20.249075
1,0,21.148289
2,0,22.047489
3,0,22.946707
4,0,23.845907
5,0,24.745125
6,0,25.644320
7,0,26.543537
8,0,27.436750
9,0,28.292645
10,0,29.148542
11,0,30.004436
12,0,30.860340
13,0,31.716242
14,0,32.572147
15,0,33.428036
16,0,34.283936
17,0,35.139839
18,0,35.995735
19,0,36.851639
20,0,37.707539
21,0,38.563450
22,0,39.419334
23,0,40.275234
24,0,41.300339
25,0,42.202873
26,0,43.105404
27,0,44.007938
28,0,44.910484
29,0,45.813007
30,0,46.715546
31,0,47.618073
32,0,48.520607
33,0,49.423145
34,0,50.325672
35,0,51.228207
36,0,52.130741
37,0,53.033279
38,0,53.935806
39,0,54.838341
40,0,55.740883
41,0,56.643410
42,0,57.545940
43,0,58.448475
44,0,59.351009
45,0,60.253544
46,0,61.156075
47,0,62.058605
48,0,62.961143
49,0,63.863678
50,0,64.766212
51,0,65.668747
52,0,66.571274
53,0,67.473808
54,0,68.376350
55,0,69.278877
56,0,70.181412
57,0,71.083946
58,0,71.986481
59,0,72.889008
60,0,73.791542
61,0,74.694069
62,0,75.596603
63,0,76.499138
64,0,77.401672
65,0,78.304214
66,0,79.206749
67,0,80.109283
68,0,81.011803
69,0,81.914337
70,0,82.816879
71,0,83.719406
72,0,84.815346
73,0,85.717873
74,0,86.620407
75,0,87.522926
76,0,88.425476
77,0,89.327995
78,0,90.230545
79,0,91.133080
80,0,92.035606
81,0,92.938133
82,0,93.840675
83,0,94.743195
84,0,95.645729
85,0,96.548279
86,0,97.450813
87,0,98.353333
88,0,99.255852
89,0,100.158401
90,0,101.060936
91,0,101.963470
92,0,102.866005
93,0,103.768539
94,0,104.671074
95,0,105.573608
96,0,106.476143
97,0,107.378677
98,0,108.281204
99,0,109.183739
0,1,20.994259
1,1,21.893463
2,1,22.792677
3,1,23.691887
4,1,24.591095
5,1,25.490307
6,1,26.415352
7,1,27.271255
8,1,28.127146
9,1,28.983047
10,1,29.838953
11,1,30.694851
12,1,31.550745
13,1,32.406651
14,1,33.262550
15,1,34.118443
16,1,34.974342
17,1,35.830254
18,1,36.686153
19,1,37.542038
20,1,38.397949
21,1,39.253849
22,1,40.109737
23,1,40.965641
24,1,42.021603
25,1,42.924129
26,1,43.826656
27,1,44.729198
28,1,45.631737
29,1,46.534260
30,1,47.436790
31,1,48.339336
32,1,49.241859
33,1,50.144394
34,1,51.046925
35,1,51.949455
36,1,52.851994
37,1,53.754528
38,1,54.657066
39,1,55.559601
40,1,56.462128
41,1,57.364662
42,1,58.267189
43,1,59.169727
44,1,60.072262
45,1,60.974789
46,1,61.877327
47,1,62.779861
48,1,63.682396
49,1,64.584923
50,1,65.487465
51,1,66.389992
52,1,67.292519
53,1,68.195053
54,1,69.097595
55,1,70.000130
56,1,70.902657
57,1,71.805199
58,1,72.707726
59,1,73.610252
60,1,74.512794
61,1,75.415329
62,1,76.317863
63,1,77.220383
64,1,78.122925
65,1,79.025459
66,1,79.927994
67,1,80.830536
68,1,81.733063
69,1,82.635590
70,1,83.538124
71,1,84.634056
72,1,85.536591
73,1,86.439117
74,1,87.341660
75,1,88.244194
76,1,89.146713
77,1,90.049263
78,1,90.951782
79,1,91.854317
80,1,92.756851
81,1,93.659393
82,1,94.561920
83,1,95.464447
84,1,96.366982
85,1,97.269531
86,1,98.172050
87,1,99.074593
88,1,99.977119
89,1,100.879669
90,1,101.782181
91,1,102.684738
92,1,103.587273
93,1,104.489777
94,1,105.392311
95,1,106.294868
96,1,107.197380
97,1,108.099915
98,1,109.002449
99,1,109.905006
0,2,21.739431
1,2,22.638639
2,2,23.537857
3,2,24.437063
4,2,25.336269
5,2,26.249853
6,2,27.105757
7,2,27.961657
8,2,28.817562
9,2,29.673464
10,2,30.529360
11,2,31.385262
12,2,32.241150
13,2,33.097057
14,2,33.952953
15,2,34.808861
16,2,35.664761
17,2,36.520653
18,2,37.376560
19,2,38.232445
20,2,39.088352
21,2,39.944248
22,2,40.800156
23,2,41.840309
24,2,42.742844
25,2,43.645382
26,2,44.547909
27,2,45.450443
28,2,46.352978
29,2,47.255516
30,2,48.158043
31,2,49.060577
32,2,49.963104
33,2,50.865639
34,2,51.768177
35,2,52.670712
36,2,53.573257
37,2,54.475777
38,2,55.378311
39,2,56.280838
40,2,57.183372
41,2,58.085911
42,2,58.988445
43,2,59.890984
44,2,60.793514
45,2,61.696045
46,2,62.598576
47,2,63.501106
48,2,64.403648
49,2,65.306183
50,2,66.208717
51,2,67.111244
52,2,68.013779
53,2,68.916306
54,2,69.818840
55,2,70.721382
56,2,71.623917
57,2,72.526443
58,2,73.428986
59,2,74.331512
60,2,75.234047
61,2,76.136574
62,2,77.039108
63,2,77.941635
64,2,78.844177
65,2,79.746719
66,2,80.649254
67,2,81.551781
68,2,82.454315
69,2,83.356842
70,2,84.452774
71,2,85.355301
72,2,86.257843
73,2,87.160393
74,2,88.062897
75,2,88.965431
76,2,89.867966
77,2,90.770500
78,2,91.673050
79,2,92.575569
80,2,93.478111
81,2,94.380646
82,2,95.283165
83,2,96.185715
84,2,97.088234
85,2,97.990784
86,2,98.893318
87,2,99.795860
88,2,100.698380
89,2,101.600883
90,2,102.503441
91,2,103.405975
92,2,104.308510
93,2,105.211044
94,2,106.113579
95,2,107.016113
96,2,107.918640
97,2,108.821175
98,2,109.723709
99,2,110.626244
0,3,22.484619
1,3,23.383825
2,3,24.283037
3,3,25.182251
4,3,26.084366
5,3,26.940268
6,3,27.796177
7,3,28.652065
8,3,29.507967
9,3,30.363861
10,3,31.219759
11,3,32.075665
12,3,32.931564
13,3,33.787472
14,3,34.643364
15,3,35.499264
16,3,36.355156
17,3,37.211056
18,3,38.066967
19,3,38.922863
20,3,39.778755
